ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_bet_rest_delivery_km,order_Drinks ,order_Meal ,order_Snack ,vehicle_electric_scooter ,vehicle_motorcycle ,vehicle_scooter 
552F,PUNERES17DEL02,26,5.0,21,19.8823960800054,False,False,False,False,True,False
7053,VADRES18DEL01,30,4.8,36,17.259376716936664,False,False,True,False,False,True
B672,INDORES17DEL02,27,4.9,18,19.630168932319055,False,False,False,False,True,False
E1FB,GOARES16DEL03,34,5.0,31,9.247332390554522,False,False,False,False,True,False
B752,INDORES09DEL03,25,4.8,26,4.531317330937983,False,True,False,False,True,False
D01E,AGRRES04DEL01,22,4.5,15,16.347477605551685,False,True,False,False,False,True
85BE,MYSRES09DEL03,30,4.7,18,13.961628799415337,False,True,False,False,False,True
753,MUMRES11DEL02,29,4.6,26,3.0553946629310085,True,False,False,False,False,True
7B81,COIMBRES07DEL03,35,4.9,42,13.994592406584347,False,False,True,True,False,False
21AF,SURRES04DEL01,27,5.0,33,6.071664694616246,False,False,False,False,True,False
2FF5,CHENRES02DEL01,33,5.0,28,10.84370492508175,False,True,False,False,True,False
BED1,JAPRES04DEL01,23,4.7,38,10.415578164604844,False,False,True,False,True,False
560C,CHENRES14DEL02,36,4.8,15,7.746499375373773,True,False,False,False,False,True
3929,INDORES09DEL03,36,4.9,26,13.592605845095418,False,False,False,False,True,False
33BD,SURRES06DEL03,37,4.6,26,9.106890920609013,False,False,False,False,True,False
BC8C,PUNERES18DEL02,27,4.5,21,7.646607005631175,False,True,False,False,True,False
B509,SURRES17DEL01,31,4.1,37,16.696505540691582,True,False,False,False,False,True
A009,JAPRES11DEL01,23,4.6,18,1.4881081439039618,False,False,False,False,False,True
55C5,RANCHIRES07DEL03,22,4.9,24,9.043021202894034,False,False,True,False,False,True
BC5C,VADRES010DEL02,32,4.6,29,7.562213708875968,False,False,False,False,True,False
4B46,SURRES05DEL02,35,4.5,25,7.589425972485111,False,False,True,False,True,False
A379,INDORES02DEL03,26,4.7,10,9.06439480190386,False,False,False,True,False,False
43F7,COIMBRES20DEL02,24,4.9,20,20.212680295861603,False,False,True,False,False,True
AD28,RANCHIRES04DEL03,27,4.9,22,13.563859616323217,True,False,False,False,True,False
FC6,RANCHIRES05DEL01,22,4.5,19,10.550164239141058,True,False,False,False,False,True
AB42,PUNERES15DEL01,26,4.8,16,6.11665551862884,False,True,False,False,True,False
86B5,PUNERES18DEL02,38,4.9,18,7.646607005631175,False,False,False,False,True,False
5ED1,INDORES03DEL03,24,4.7,16,9.06140788892475,False,False,False,False,True,False
6.8E+09,MYSRES04DEL01,22,4.3,31,10.8595355556471,False,True,False,True,False,False
CE5B,GOARES03DEL01,31,4.7,35,6.16395214616194,True,False,False,False,True,False
3C94,INDORES03DEL02,22,4.2,22,3.0206687990832064,False,False,True,False,True,False
4974,COIMBRES07DEL03,37,4.9,15,9.32995691639106,True,False,False,False,False,True
9561,INDORES02DEL02,33,5.0,19,7.553786610742463,False,True,False,False,True,False
B6BE,COIMBRES03DEL02,33,4.9,18,7.774224002698605,False,False,True,False,True,False
85D3,BANGRES01DEL03,21,4.9,18,9.297373575548699,False,True,False,False,True,False
3B68,RANCHIRES17DEL02,21,4.4,19,7.535583995571486,False,True,False,False,True,False
D196,ALHRES04DEL03,35,4.9,45,9.414207472710387,False,False,False,False,True,False
A17A,HYDRES11DEL03,20,4.3,35,13.805596388488004,True,False,False,False,False,True
1328,BANGRES07DEL03,22,4.8,22,4.648417563481357,False,False,False,False,False,True
E1CF,LUDHRES20DEL02,30,4.7,27,2.9279685947682297,False,True,False,False,True,False
1B5D,BANGRES02DEL02,29,4.6,36,20.141520381959786,True,False,False,False,False,True
B025,SURRES18DEL02,38,4.4,41,19.731607539122006,True,False,False,True,False,False
8CF7,COIMBRES02DEL03,37,4.7,17,4.664630782215899,True,False,False,False,False,True
9A6A,PUNERES08DEL01,25,4.6,18,10.706690209120744,False,True,False,False,False,True
D668,ALHRES14DEL01,35,4.9,42,16.45509483724662,False,False,False,False,True,False
B8C5,BANGRES04DEL01,21,4.6,29,17.04281933058374,False,False,True,False,True,False
CFD6,KOCRES20DEL01,32,4.2,23,1.557433985732054,False,True,False,False,True,False
BF6D,DEHRES02DEL03,37,4.9,49,14.121309628180253,False,True,False,False,True,False
1414,MYSRES09DEL03,24,4.7,16,4.6541319346974905,False,True,False,True,False,False
11B5,INDORES13DEL02,26,4.6,14,3.0207366434610647,False,False,False,True,False,False
9DE9,JAPRES02DEL02,32,3.8,35,11.902746728492795,False,True,False,False,False,True
BED8,BANGRES08DEL02,36,4.6,29,7.7482872035100545,False,True,False,False,True,False
E01D,LUDHRES11DEL01,25,4.6,19,5.855500387836927,False,False,True,False,False,True
55CA,MUMRES05DEL02,37,4.9,39,7.639582602449248,False,False,True,False,False,True
2D35,MUMRES04DEL03,39,4.9,34,9.15898897653303,False,False,True,False,True,False
2175,RANCHIRES05DEL03,25,4.6,16,9.043151042211152,False,False,False,False,True,False
4A3,SURRES010DEL03,29,4.6,15,4.5538529705030415,False,False,False,True,False,False
518F,PUNERES20DEL01,28,4.5,16,1.529407991186537,False,True,False,False,False,True
26DC,BANGRES11DEL02,25,5.0,10,20.14291139576411,True,False,False,False,False,True
C770,LUDHRES09DEL02,24,4.6,11,2.927969879260061,False,False,False,False,True,False
9.4E+04,HYDRES06DEL03,25,4.8,25,9.20348449388961,False,False,False,False,False,True
1606,RANCHIRES05DEL01,20,4.3,21,1.507319328344442,False,False,True,False,True,False
DE36,KNPRES15DEL03,22,4.7,13,13.41246863054098,True,False,False,False,True,False
6F5F,PUNERES16DEL03,36,4.8,29,9.177302192003586,False,False,True,False,True,False
B3E6,HYDRES11DEL01,21,4.6,43,10.73796183000003,False,False,False,False,True,False
DD4F,KOLRES01DEL02,38,4.9,17,3.0230219881010427,True,False,False,False,True,False
9D96,BANGRES20DEL03,35,4.6,32,4.64847378122608,False,False,False,False,True,False
67D5,MUMRES05DEL03,39,4.6,26,13.750484667228939,False,False,False,False,True,False
5CFE,INDORES19DEL02,37,4.8,52,12.081730065273959,False,False,False,False,True,False
B6DD,CHENRES01DEL02,25,4.7,15,12.394529722570125,False,True,False,False,True,False
20A3,SURRES14DEL03,30,4.2,33,4.554040165844703,False,False,False,False,True,False
45EB,MYSRES06DEL02,39,4.6,19,7.756733327341512,False,True,False,False,True,False
A98,MYSRES04DEL03,29,4.6,17,9.308258482124039,True,False,False,False,False,True
3262,MYSRES06DEL02,30,4.9,28,7.756733327341512,False,False,False,False,True,False
B8BA,BANGRES19DEL01,38,4.0,43,17.044988256333504,True,False,False,False,True,False
2F95,MUMRES11DEL01,22,4.4,16,1.5277185791840686,False,True,False,False,True,False
4742,CHENRES04DEL01,27,4.5,21,17.041193611787897,False,False,False,False,True,False
B78B,COIMBRES04DEL01,25,4.2,43,6.219432687838478,True,False,False,False,True,False
7387,VADRES08DEL02,24,4.6,14,7.845173108613388,False,True,False,False,True,False
4F3E,RANCHIRES08DEL01,36,4.9,21,1.5073263645090003,False,False,False,False,False,True
1AF1,RANCHIRES01DEL02,27,4.8,41,12.054608307353126,False,False,True,False,True,False
CF46,AURGRES04DEL02,34,4.8,25,7.619026840260442,False,False,True,True,False,False
6EC5,MYSRES13DEL01,34,4.7,36,17.064281923367332,True,False,False,False,False,True
6886,SURRES11DEL03,29,4.5,19,4.554040081615242,False,False,True,False,True,False
4C59,JAPRES15DEL01,25,2.7,37,16.36677707693168,False,False,True,False,True,False
62C,JAPRES02DEL01,29,4.6,37,5968.433926842064,False,False,False,False,True,False
9759,COIMBRES09DEL02,37,4.5,28,20.212199139843758,True,False,False,False,False,True
CA4,SURRES19DEL03,27,4.8,29,4.554153294969161,False,True,False,False,True,False
1F25,MYSRES17DEL03,39,4.8,23,9.307954561040031,False,False,True,False,False,True
CD11,KNPRES19DEL01,34,4.3,20,1.490452468038394,False,True,False,False,True,False
4337,HYDRES20DEL01,27,4.9,13,6.135383422532994,True,False,False,False,True,False
44A4,CHENRES04DEL01,28,5.0,24,1.549349231718562,False,True,False,False,False,True
85EC,INDORES03DEL01,24,4.8,28,10.571467838352742,False,False,False,False,True,False
DDB,PUNERES09DEL01,29,4.6,14,1.5296416592872206,False,False,True,False,True,False
871E,PUNERES14DEL03,38,4.6,27,9.177733633714041,False,True,False,False,True,False
AE85,PUNERES19DEL02,36,4.1,51,12.23513612361146,False,False,False,False,True,False
AE1B,PUNERES05DEL01,26,4.6,16,10.706412101750338,True,False,False,False,True,False
5DBD,VADRES04DEL03,20,4.8,26,4.707104052532131,False,True,False,False,True,False
C5F2,LUDHRES08DEL02,36,4.8,28,7.318996495114553,False,False,True,False,True,False
6EAA,PUNERES05DEL03,29,4.6,20,9.177049632235144,False,False,True,False,True,False
D9EA,BHPRES010DEL03,38,4.9,34,4.523162272782275,False,True,False,False,False,True
C91E,LUDHRES05DEL02,24,4.8,15,11.70934644160498,False,False,False,False,False,True
9AF,RANCHIRES12DEL03,20,4.9,24,14.121309628180253,False,False,True,False,True,False
4013,JAPRES02DEL02,24,4.5,13,11.902746728492795,False,True,False,True,False,False
4442,SURRES03DEL01,23,5.0,20,10.624481568765878,False,False,False,False,True,False
962E,RANCHIRES19DEL01,38,4.4,32,10.550954672911281,True,False,False,False,False,True
CA86,DEHRES17DEL02,33,4.9,32,7.3370741573669385,True,False,False,False,False,True
DBC,INDORES15DEL01,20,4.7,27,1.5103183815574097,False,True,False,False,True,False
4947,HYDRES06DEL02,35,5.0,17,3.0679856996320822,False,False,False,False,False,True
CC09,KNPRES11DEL03,38,4.8,37,8.942407826667779,False,True,False,False,True,False
3.7E+05,HYDRES06DEL02,20,4.9,34,19.939087238883076,True,False,False,False,True,False
89AC,BANGRES01DEL02,21,5.0,11,7.747885670536473,False,False,True,False,True,False
2445,INDORES15DEL03,36,4.8,16,4.530805562970636,False,True,False,False,False,True
4DB6,MYSRES11DEL01,37,4.8,28,6.205452157234974,True,False,False,False,False,True
50AF,VADRES03DEL02,27,4.5,22,12.098573372267708,True,False,False,False,True,False
76AF,RANCHIRES14DEL02,37,4.7,19,3.1380694073889375,False,False,True,False,False,True
9EB9,CHENRES19DEL03,33,4.9,26,13.944242636152236,False,True,False,False,False,True
98F1,SURRES09DEL02,30,4.1,35,12.142486110300185,False,True,False,False,True,False
A198,VADRES01DEL03,21,4.8,14,4.537511089363294,False,False,False,False,False,True
46CE,SURRES14DEL02,25,4.6,15,7.5898328115342375,False,False,True,False,True,False
7009,PUNERES09DEL02,20,5.0,31,3.059241752280784,False,False,True,False,False,True
6E+84,COIMBRES20DEL03,39,4.7,20,9.329465043291892,True,False,False,False,True,False
372C,CHENRES07DEL03,28,4.5,23,9.294709019107804,False,False,False,False,True,False
8B11,CHENRES09DEL03,39,4.9,17,9.295378519274944,False,True,False,False,True,False
8A20,MUMRES15DEL02,29,4.5,16,3.0538409693007513,False,True,False,True,False,False
95A8,MYSRES20DEL03,37,4.2,23,4.654006135972582,False,False,True,False,True,False
7FC8,RANCHIRES03DEL01,25,4.6,19,17.259376716936664,True,False,False,False,True,False
51EA,COIMBRES05DEL01,25,4.6,14,17.10253141310344,False,True,False,False,False,True
8093,HYDRES03DEL01,29,5.0,14,1.5341425004658225,False,False,True,False,True,False
29B2,MYSRES09DEL01,29,4.8,26,1.5514056569291763,False,True,False,False,True,False
96A0,VADRES010DEL02,38,4.8,30,7.562213708875968,False,True,False,True,False,False
B7D6,INDORES08DEL01,32,4.6,24,16.612640590667567,False,False,True,False,True,False
AD72,MYSRES09DEL02,31,4.0,34,7.756744675482044,False,True,False,False,True,False
6DAE,BANGRES19DEL02,30,4.7,20,3.0993562253811637,False,True,False,False,False,True
BC81,MYSRES05DEL03,33,4.7,19,9.30799506057405,False,True,False,False,True,False
26D8,HYDRES01DEL01,38,4.4,44,10.73851444225037,False,False,False,False,True,False
6415,MYSRES14DEL02,31,4.8,28,7.845173108613388,True,False,False,False,True,False
536,SURRES010DEL03,29,4.6,20,13.660293072377398,False,False,True,True,False,False
24C0,SURRES20DEL03,35,4.5,28,4.554109914568528,False,True,False,False,False,True
780D,RANCHIRES15DEL02,24,4.6,33,19.59020125047545,False,False,False,True,False,False
439,MUMRES15DEL02,29,4.6,26,16438.372291054922,False,False,False,False,False,True
9F58,MYSRES17DEL01,33,4.6,38,17.06380089186991,False,False,True,False,False,True
34CE,COIMBRES15DEL01,31,4.6,21,6.219617510976561,True,False,False,False,False,True
421C,VADRES12DEL01,39,4.7,26,6.276138627413788,False,True,False,False,False,True
7D70,VADRES18DEL01,31,4.9,25,10.983241696284244,True,False,False,False,False,True
2253,COIMBRES18DEL01,22,4.8,25,6.219472715578527,False,True,False,False,True,False
1BFC,PUNERES18DEL02,39,4.3,43,12.234070096218906,False,True,False,False,True,False
6533,VADRES20DEL02,31,4.9,24,3.025022500187704,True,False,False,False,True,False
B297,RANCHIRES06DEL03,35,4.7,33,9.04307025837713,False,False,True,False,True,False
D8FD,KOLRES12DEL03,24,4.9,28,9.06739277056518,False,False,False,False,False,True
B31B,JAPRES16DEL03,28,4.5,25,13.393659551411588,False,False,False,False,True,False
5F8C,PUNERES02DEL02,35,5.0,25,7.6474828708434535,False,False,False,False,True,False
8BF5,RANCHIRES010DEL03,22,4.6,29,13.564071378154335,False,True,False,False,False,True
BE9F,RANCHIRES010DEL02,24,4.6,20,19.591218729842222,False,False,True,False,True,False
62F2,HYDRES20DEL02,31,3.5,31,19.93768479044883,False,False,True,False,False,True
A438,MYSRES05DEL01,33,4.7,20,10.859228110858322,False,False,True,False,False,True
1BE2,COIMBRES19DEL01,34,4.5,22,1.554902837646469,False,True,False,False,False,True
4417,MUMRES05DEL02,35,4.7,24,19.860706000808854,False,False,False,False,False,True
B0B1,MYSRES12DEL02,20,4.6,23,3.1030005392974362,False,False,False,False,True,False
D6FB,KNPRES14DEL01,21,4.3,33,5.96209125465652,False,True,False,False,True,False
225A,JAPRES20DEL01,33,4.7,21,10.413406275387722,False,False,False,False,False,True
C594,AGRRES17DEL03,26,4.5,16,20.807752974767308,False,False,False,False,True,False
80EA,BANGRES18DEL03,37,5.0,34,4.649000733727615,False,False,False,False,True,False
DA1F,GOARES12DEL02,33,4.9,18,7.70587697752953,False,False,True,False,False,True
1752,HYDRES18DEL02,29,4.9,13,3.0680253753420472,False,False,True,False,True,False
812,JAPRES09DEL01,29,4.6,13,1.4880598281970034,False,False,False,False,False,False
8BA7,JAPRES07DEL01,24,4.8,14,1.4888875145065654,False,False,True,False,False,True
E96,VADRES15DEL02,34,4.5,27,7.845173108613388,False,True,False,True,False,False
8ACA,PUNERES14DEL02,33,4.6,18,3.0594107982187784,False,False,True,False,False,True
C810,KOLRES06DEL01,31,4.8,26,10.579055023106157,True,False,False,False,True,False
DB9C,BHPRES09DEL01,24,4.8,32,10.983241696284244,False,False,True,False,False,True
93F2,SURRES16DEL01,21,4.6,11,1.518047516938337,False,False,False,False,False,True
73D4,CHENRES01DEL01,30,4.8,27,1.549420818380912,True,False,False,False,False,True
AAE3,CHENRES16DEL02,29,4.7,14,7.746149563277043,True,False,False,False,False,True
7425,BANGRES04DEL02,34,4.7,23,7.747184339020532,False,True,False,False,False,True
B4EB,MYSRES01DEL01,20,4.4,34,10.859484492786814,True,False,False,False,True,False
428C,INDORES19DEL01,28,4.6,10,6.041264187733316,False,False,True,False,True,False
D9CA,AURGRES12DEL03,26,4.5,19,9.142605520777956,False,False,True,False,False,True
9D74,PUNERES09DEL03,25,4.8,19,4.588800255833198,False,False,True,False,True,False
7877,HYDRES12DEL02,39,5.0,39,7.670186511993437,False,False,False,True,False,False
D3B9,DEHRES11DEL03,22,4.9,15,4.707104052532131,True,False,False,False,False,True
2.3E+07,JAPRES05DEL03,31,4.2,24,4.464112284290552,False,False,False,False,True,False
D352,KNPRES11DEL02,34,4.4,35,11.922757469496618,False,True,False,False,True,False
67DD,SURRES08DEL01,26,4.5,22,6.071667504672098,False,False,False,False,True,False
5A5E,RANCHIRES09DEL01,35,4.1,38,10.550310831725128,False,False,True,False,True,False
9DEF,CHENRES13DEL03,29,5.0,24,13.943139482101484,False,False,False,False,False,True
B235,RANCHIRES09DEL03,22,3.5,41,4.521867847821235,False,False,False,False,True,False
3654,BANGRES13DEL03,34,4.1,35,13.945594722562358,False,True,False,False,True,False
635E,COIMBRES07DEL01,27,4.6,11,10.884860872661774,False,False,False,False,False,True
4033,HYDRES16DEL02,35,4.9,32,7.669965433276151,False,True,False,False,False,True
EFA,BANGRES01DEL03,27,4.8,35,13.94565841258047,False,False,False,False,True,False
185E,INDORES07DEL01,38,4.5,44,10.572487634373488,False,False,True,False,True,False
D250,DEHRES07DEL03,31,4.9,25,20.53679033021453,False,False,False,False,False,True
A87A,JAPRES08DEL02,20,4.7,27,19.34038661435849,True,False,False,False,False,True
39D1,CHENRES07DEL02,33,4.6,18,7.74566602154188,True,False,False,False,False,True
10C6,VADRES16DEL02,24,4.1,23,7.845173108613388,True,False,False,False,True,False
8449,RANCHIRES14DEL01,25,4.5,24,6.276138627413788,False,False,False,True,False,False
D6E6,KOLRES05DEL03,23,4.8,17,4.534263143623643,True,False,False,False,False,True
9358,COIMBRES05DEL02,39,4.9,27,20.211749649355234,False,True,False,False,True,False
97D2,JAPRES11DEL02,30,4.8,27,11.903260418531733,True,False,False,True,False,False
C64A,ALHRES16DEL03,36,4.5,24,4.488565830478688,False,False,True,False,False,True
A12B,SURRES01DEL01,27,4.7,19,1.517925818834007,False,False,False,False,True,False
3E+75,RANCHIRES07DEL03,35,4.8,23,9.043021202894034,False,True,False,False,False,True
D201,KOLRES11DEL02,27,4.5,29,19.642038267495785,True,False,False,False,True,False
59A1,PUNERES01DEL02,28,4.6,10,3.0589705915603402,True,False,False,True,False,False
AED 7.00,PUNERES16DEL02,24,4.8,13,3.059240455493852,False,False,True,True,False,False
7F6C,RANCHIRES14DEL02,33,3.8,37,12.552275755914394,False,True,False,False,False,True
BB65,COIMBRES17DEL01,20,4.9,19,1.554893122541528,True,False,False,True,False,False
78CD,VADRES19DEL03,30,5.0,21,4.537453074095908,False,True,False,False,True,False
68D8,RANCHIRES12DEL01,39,4.7,29,6.276138627413788,False,False,False,False,False,True
18B9,RANCHIRES19DEL03,29,4.6,12,9.043828433563103,False,True,False,False,True,False
6B52,RANCHIRES08DEL01,38,4.7,39,1.5073263645090003,False,True,False,False,False,True
F5B,MYSRES01DEL01,31,4.7,16,17.064278798392024,False,False,False,False,False,True
B485,CHENRES04DEL03,28,4.8,26,4.647957994225859,False,False,True,False,True,False
35D0,SURRES02DEL01,28,4.9,15,1.5179250227137613,False,False,False,False,True,False
B48E,RANCHIRES04DEL01,36,3.7,33,10.5500260879149,True,False,False,False,False,True
43B8,INDORES20DEL03,31,4.9,17,13.592319121658754,True,False,False,True,False,False
3B32,COIMBRES04DEL01,34,5.0,38,6.219432687838478,False,False,True,False,True,False
C2A3,DEHRES18DEL01,39,4.6,26,6.276138627413788,False,True,False,False,False,True
44AA,INDORES15DEL02,36,4.8,25,19.630243872265797,False,False,True,False,False,True
BF42,AGRRES13DEL01,29,4.6,16,5.9461817680454905,False,True,False,False,True,False
6386,BANGRES11DEL03,32,4.6,16,9.297354296194783,False,True,False,False,False,True
429,HYDRES11DEL03,29,4.6,18,9.204085391850377,False,False,False,False,False,False
DD39,DEHRES07DEL03,28,4.8,14,4.40177892655697,False,False,True,False,True,False
511C,PUNERES16DEL01,36,5.0,49,6.118387412583634,False,False,False,False,True,False
